#name	ftp_path	organism	assembly_level
Acin_pit_PHEA_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/191/145/GCF_000191145.1_ASM19114v1	Acinetobacter pittii	Complete Genome
Pseudom_chl_aureofaciens_GCF_003852005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/852/005/GCF_003852005.1_ASM385200v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_aureofaciens_GCF_016413685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/413/685/GCF_016413685.1_ASM1641368v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_chlororaphis_GCF_003945765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/765/GCF_003945765.1_ASM394576v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003008635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/635/GCF_003008635.1_ASM300863v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/345/GCF_003850345.1_ASM385034v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/365/GCF_003850365.1_ASM385036v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/385/GCF_003850385.1_ASM385038v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/405/GCF_003850405.1_ASM385040v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/425/GCF_003850425.1_ASM385042v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/445/GCF_003850445.1_ASM385044v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/465/GCF_003850465.1_ASM385046v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/485/GCF_003850485.1_ASM385048v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/505/GCF_003850505.1_ASM385050v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/525/GCF_003850525.1_ASM385052v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_chl_piscium_GCF_003850585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/850/585/GCF_003850585.1_ASM385058v1	Pseudomonas chlororaphis	Complete Genome
Pseudom_cich_GCF_018343775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/343/775/GCF_018343775.1_ASM1834377v1	Pseudomonas cichorii	Complete Genome
Pseudom_cich_JBC1_GCF_000517305_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/305/GCF_000517305.1_ASM51730v1	Pseudomonas cichorii	Complete Genome
Pseudom_citro_GCF_001586155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/155/GCF_001586155.1_ASM158615v1	Pseudomonas citronellolis	Complete Genome
Pseudom_citro_GCF_001654435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/435/GCF_001654435.1_ASM165443v1	Pseudomonas citronellolis	Complete Genome
Pseudom_citro_GCF_024496105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/496/105/GCF_024496105.1_ASM2449610v1	Pseudomonas citronellolis	Complete Genome
Pseudom_citro_GCF_025398795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/398/795/GCF_025398795.1_ASM2539879v1	Pseudomonas citronellolis	Complete Genome
Pseudom_citro_GCF_026625105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/625/105/GCF_026625105.1_ASM2662510v1	Pseudomonas citronellolis	Complete Genome
Pseudom_citro_GCF_027569775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/569/775/GCF_027569775.1_ASM2756977v1	Pseudomonas citronellolis	Complete Genome
Pseudom_conge_GCF_018516745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/516/745/GCF_018516745.1_ASM1851674v1	Pseudomonas congelans	Complete Genome
Pseudom_conge_GCF_018516785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/516/785/GCF_018516785.1_ASM1851678v1	Pseudomonas congelans	Complete Genome
Pseudom_coro_GCF_011765175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/765/175/GCF_011765175.1_ASM1176517v1	Pseudomonas coronafaciens	Complete Genome
Pseudom_coro_pv_coronafaciens_GCF_009734285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/285/GCF_009734285.1_ASM973428v1	Pseudomonas coronafaciens	Complete Genome
Pseudom_coro_pv_oryzae_1_6_GCF_000156995_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/995/GCF_000156995.2_ASM15699v2	Pseudomonas coronafaciens	Complete Genome
Pseudom_corru_GCF_001708425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/425/GCF_001708425.1_ASM170842v1	Pseudomonas corrugata	Complete Genome
Pseudom_corru_GCF_017604325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/604/325/GCF_017604325.1_ASM1760432v1	Pseudomonas corrugata	Complete Genome
Pseudom_corru_GCF_026016485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/016/485/GCF_026016485.1_ASM2601648v1	Pseudomonas corrugata	Complete Genome
Pseudom_corru_GCF_026016525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/016/525/GCF_026016525.1_ASM2601652v1	Pseudomonas corrugata	Complete Genome
Pseudom_corru_GCF_900106085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/085/GCF_900106085.1_IMG-taxon_2639763195_annotated_assembly	Pseudomonas corrugata	Chromosome
Pseudom_don_GCF_000696345_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/345/GCF_000696345.2_ASM69634v2	Pseudomonas donghuensis	Complete Genome
Pseudom_don_GCF_024748635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/748/635/GCF_024748635.1_ASM2474863v1	Pseudomonas donghuensis	Complete Genome
Pseudom_don_GCF_024748655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/748/655/GCF_024748655.1_ASM2474865v1	Pseudomonas donghuensis	Complete Genome
Pseudom_entomophila_GCF_003940785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/940/785/GCF_003940785.1_ASM394078v1	Pseudomonas entomophila	Complete Genome
Pseudom_entomophila_GCF_018417595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/417/595/GCF_018417595.1_ASM1841759v1	Pseudomonas entomophila	Complete Genome
Pseudom_entomophila_GCF_023277925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/277/925/GCF_023277925.1_ASM2327792v1	Pseudomonas entomophila	Complete Genome
Pseudom_entomophila_L48_GCF_000026105_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/105/GCF_000026105.1_ASM2610v1	Pseudomonas entomophila	Complete Genome
Pseudom_extrema_GCF_024516195_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/516/195/GCF_024516195.1_ASM2451619v1	Pseudomonas extremaustralis	Chromosome
Pseudom_extrema_GCF_900102035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/035/GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly	Pseudomonas extremaustralis	Chromosome
Pseudom_extremo_GCF_024584605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/584/605/GCF_024584605.1_ASM2458460v1	Pseudomonas extremorientalis	Complete Genome
Pseudom_extremo_GCF_900104365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/365/GCF_900104365.1_IMG-taxon_2639762715_annotated_assembly	Pseudomonas extremorientalis	Chromosome
Pseudom_fluo_A506_GCF_000262325_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/325/GCF_000262325.2_ASM26232v2	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_BBc6R8_GCF_000297195_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/195/GCF_000297195.3_ASM29719v3	Pseudomonas fluorescens	Chromosome
Pseudom_fluo_BRIP34879_GCF_000334015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/334/015/GCF_000334015.1_BRIP34879v2.0	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000730425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/425/GCF_000730425.1_ASM73042v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_000800625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/625/GCF_000800625.1_PseuPA3G8	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000801795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/795/GCF_000801795.1_PfAU6026	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000801815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/815/GCF_000801815.1_PfAU6308	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000801875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/875/GCF_000801875.1_PfAU14440	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000801895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/895/GCF_000801895.1_PfAU14705	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000802965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/965/GCF_000802965.1_ASM80296v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000802985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/985/GCF_000802985.1_ASM80298v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000817895_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/817/895/GCF_000817895.1_ASM81789v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000827755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/827/755/GCF_000827755.1_Pseudomonas_fluorescens_SRM1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000952735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/952/735/GCF_000952735.1_ASM95273v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000967945_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/945/GCF_000967945.1_ASM96794v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000967955_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/955/GCF_000967955.1_ASM96795v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000967965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/965/GCF_000967965.1_ASM96796v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_000968015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/015/GCF_000968015.1_ASM96801v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001307155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/155/GCF_001307155.1_ASM130715v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_001307275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/307/275/GCF_001307275.1_ASM130727v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_001414295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/414/295/GCF_001414295.1_ATCC948-2	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001440325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/440/325/GCF_001440325.1_ASM144032v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001466915_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/466/915/GCF_001466915.1_ASM146691v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001542695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/695/GCF_001542695.1_ASM154269v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001542705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/705/GCF_001542705.1_ASM154270v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001542715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/715/GCF_001542715.1_ASM154271v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001542725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/542/725/GCF_001542725.1_ASM154272v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001623525_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/525/GCF_001623525.1_ASM162352v1	Pseudomonas fluorescens	Chromosome
Pseudom_fluo_GCF_001648775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/775/GCF_001648775.1_ASM164877v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001708445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/445/GCF_001708445.1_ASM170844v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_001708465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/465/GCF_001708465.1_ASM170846v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_001747385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/385/GCF_001747385.1_ASM174738v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_001878715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/878/715/GCF_001878715.1_ASM187871v1	Pseudomonas fluorescens	Chromosome
Pseudom_fluo_GCF_001902145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/145/GCF_001902145.1_ASM190214v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_001931665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/931/665/GCF_001931665.1_ASM193166v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/255/GCF_002022255.1_ASM202225v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/265/GCF_002022265.1_ASM202226v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/275/GCF_002022275.1_ASM202227v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/325/GCF_002022325.1_ASM202232v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/335/GCF_002022335.1_ASM202233v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022365_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/365/GCF_002022365.1_ASM202236v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002022375_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/022/375/GCF_002022375.1_ASM202237v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002216645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/645/GCF_002216645.1_ASM221664v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002319065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/319/065/GCF_002319065.1_ASM231906v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002837185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/185/GCF_002837185.1_ASM283718v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_002865505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/865/505/GCF_002865505.1_ASM286550v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_002943685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/943/685/GCF_002943685.1_ASM294368v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003055645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/055/645/GCF_003055645.1_ASM305564v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_003349815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/349/815/GCF_003349815.1_ASM334981v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003352875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/352/875/GCF_003352875.1_ASM335287v1	Pseudomonas fluorescens	Chromosome
Pseudom_fluo_GCF_003363095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/095/GCF_003363095.1_ASM336309v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003410335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/410/335/GCF_003410335.1_ASM341033v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_003612935_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/612/935/GCF_003612935.1_ASM361293v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_003626995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/995/GCF_003626995.1_ASM362699v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_003700185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/185/GCF_003700185.1_ASM370018v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003700755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/700/755/GCF_003700755.1_ASM370075v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/335/GCF_003732335.1_ASM373233v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732345_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/345/GCF_003732345.1_ASM373234v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732405_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/405/GCF_003732405.1_ASM373240v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732425_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/425/GCF_003732425.1_ASM373242v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/725/GCF_003732725.1_ASM373272v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732745_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/745/GCF_003732745.1_ASM373274v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/755/GCF_003732755.1_ASM373275v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732795_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/795/GCF_003732795.1_ASM373279v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003732815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/732/815/GCF_003732815.1_ASM373281v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_003940565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/940/565/GCF_003940565.1_ASM394056v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_004346535_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/346/535/GCF_004346535.1_ASM434653v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_004683905_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/683/905/GCF_004683905.1_ASM468390v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_010448615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/448/615/GCF_010448615.1_ASM1044861v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_010668965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/668/965/GCF_010668965.1_ASM1066896v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_012273645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/645/GCF_012273645.1_ASM1227364v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_012273665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/665/GCF_012273665.1_ASM1227366v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_012273675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/675/GCF_012273675.1_ASM1227367v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_012974785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/974/785/GCF_012974785.1_ASM1297478v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_013401475_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/401/475/GCF_013401475.1_ASM1340147v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_014839385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/839/385/GCF_014839385.1_ASM1483938v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_015074865_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/074/865/GCF_015074865.1_ASM1507486v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_016009125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/009/125/GCF_016009125.1_ASM1600912v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_016728065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/728/065/GCF_016728065.1_ASM1672806v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_016767275_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/767/275/GCF_016767275.1_ASM1676727v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_017498465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/498/465/GCF_017498465.1_ASM1749846v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_017948385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/948/385/GCF_017948385.1_ASM1794838v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_018502625_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/502/625/GCF_018502625.1_ASM1850262v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_018614635_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/635/GCF_018614635.1_ASM1861463v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/655/GCF_018614655.1_ASM1861465v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/715/GCF_018614715.1_ASM1861471v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/755/GCF_018614755.1_ASM1861475v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/775/GCF_018614775.1_ASM1861477v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/785/GCF_018614785.1_ASM1861478v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614805_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/805/GCF_018614805.1_ASM1861480v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/835/GCF_018614835.1_ASM1861483v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/855/GCF_018614855.1_ASM1861485v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614885_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/885/GCF_018614885.1_ASM1861488v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_018614925_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/614/925/GCF_018614925.1_ASM1861492v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_019212185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/212/185/GCF_019212185.1_ASM1921218v1	Pseudomonas fluorescens	Chromosome
Pseudom_fluo_GCF_019891465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/891/465/GCF_019891465.1_ASM1989146v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_022023875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/023/875/GCF_022023875.1_ASM2202387v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_023127785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/127/785/GCF_023127785.1_ASM2312778v1	Pseudomonas fluorescens	Scaffold
Pseudom_fluo_GCF_024266685_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/266/685/GCF_024266685.1_ASM2426668v1	Pseudomonas fluorescens	Complete Genome
Pseudom_fluo_GCF_025561665_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/561/665/GCF_025561665.1_ASM2556166v1	Pseudomonas fluorescens	Complete Genome
